Car Details,Car Price,Car Name
"CaracterísticasMERCEDES-BENZ C-180 CGI EXC. 1.6/1.6 FLEX TB 16V  AUT.CategoriaCarros, vans e utilitáriosModeloMERCEDES-BENZ C-180 CGI EXC. 1.6/1.6 FLEX TB 16V  AUT.MarcaMERCEDES-BENZTipo de veículoSedãAno2018Quilometragem66000CombustívelGasolinaPossui Kit GNVNãoCâmbioAutomáticoVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico",R$134.900,
"CaracterísticasFIAT UNO ATTRACTIVE 1.0 EVO FIRE FLEX 8V 5PCategoriaCarros, vans e utilitáriosModeloFIAT UNO ATTRACTIVE 1.0 EVO FIRE FLEX 8V 5PMarcaFIATTipo de veículoHatchAno2020Quilometragem58000Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCorBrancoPortas4 portasFinal de placa7Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSomTrava elétricaVidro elétrico",R$46.900,
"CaracterísticasRENAULT CAPTUR INTENSE 1.6 16V FLEX 5P AUT.CategoriaCarros, vans e utilitáriosModeloRENAULT CAPTUR INTENSE 1.6 16V FLEX 5P AUT.MarcaRENAULTTipo de veículoSUVAno2018Quilometragem23300Potência do motor1.6CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorBrancoPortas4 portasFinal de placa1Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico",R$76.000,
"CaracterísticasJEEP RENEGADE SPORT 1.8 4X2 FLEX 16V AUT.CategoriaCarros, vans e utilitáriosModeloJEEP RENEGADE SPORT 1.8 4X2 FLEX 16V AUT.MarcaJEEPTipo de veículoSUVAno2020Quilometragem25000Potência do motor1.8CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorPretoFinal de placa0Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSomTrava elétricaVidro elétrico",R$81.899,
"CaracterísticasNISSAN VERSA SV 1.6 16V FLEXSTART 4P AUT.CategoriaCarros, vans e utilitáriosModeloNISSAN VERSA SV 1.6 16V FLEXSTART 4P AUT.MarcaNISSANTipo de veículoSedãAno2019Quilometragem59200Potência do motor1.6CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorBrancoPortas4 portasFinal de placa0Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSensor de réSomTrava elétricaVidro elétrico",R$62.490,
"CaracterísticasFIAT TORO VOLCANO 1.3 T270 4X2 FLEX AUTCategoriaCarros, vans e utilitáriosModeloFIAT TORO VOLCANO 1.3 T270 4X2 FLEX AUTMarcaFIATTipo de veículoPick-upAno2022Quilometragem26000Potência do motor1.3CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorPrataPortas4 portasFinal de placa0Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico",R$139.990,
"CaracterísticasCHERY TIGGO 3X PRO 1.0 TURBO FLEX AUTCategoriaCarros, vans e utilitáriosModeloCHERY TIGGO 3X PRO 1.0 TURBO FLEX AUTMarcaCHERYTipo de veículoSUVAno2023Quilometragem40078Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorCinzaPortas4 portasFinal de placa4Tipo de direçãoElétricaVer OpcionaisOpcionaisSensor de réTrava elétrica",R$87.690,
"CaracterísticasFIAT UNO WAY CELEB. 1.0 EVO FIRE FLEX 8V 5PCategoriaCarros, vans e utilitáriosModeloFIAT UNO WAY CELEB. 1.0 EVO FIRE FLEX 8V 5PMarcaFIATTipo de veículoHatchAno2011Quilometragem98574Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCâmbioManualCorCinzaPortas4 portasFinal de placa1Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAr condicionadoSomTrava elétricaVidro elétrico",R$29.900,
"CaracterísticasVOLKSWAGEN FOX ROUTE 1.6 MI TOTAL FLEX 8V 5PCategoriaCarros, vans e utilitáriosModeloVOLKSWAGEN FOX ROUTE 1.6 MI TOTAL FLEX 8V 5PMarcaVOLKSWAGENTipo de veículoHatchAno2008Quilometragem80000Potência do motor1.6CombustívelFlexPossui Kit GNVNãoCâmbioManualCorPrataPortas4 portasTipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAr condicionadoSomTrava elétricaVidro elétrico",R$29.900,
"CaracterísticasCHEVROLET SPIN PREMIER 1.8 8V ECONO.FLEX 5P AUT.CategoriaCarros, vans e utilitáriosModeloCHEVROLET SPIN PREMIER 1.8 8V ECONO.FLEX 5P AUT.MarcaCHEVROLETAno2020Quilometragem49201Potência do motor1.8CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorBrancoPortas4 portasFinal de placa9Ver OpcionaisOpcionaisAlarmeAr condicionadoSensor de réTrava elétricaVidro elétrico",R$83.990,
"CaracterísticasVOLKSWAGEN T-CROSS 1.0 TSI FLEX 12V 5P AUT.CategoriaCarros, vans e utilitáriosModeloVOLKSWAGEN T-CROSS 1.0 TSI FLEX 12V 5P AUT.MarcaVOLKSWAGENTipo de veículoSUVAno2021Quilometragem61000Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorPrataPortas4 portasFinal de placa8Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico",R$94.900,
"CaracterísticasCHERY TIGGO 3X PRO 1.0 TURBO FLEX AUTCategoriaCarros, vans e utilitáriosModeloCHERY TIGGO 3X PRO 1.0 TURBO FLEX AUTMarcaCHERYTipo de veículoSUVAno2023Quilometragem40078Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorCinzaPortas4 portasFinal de placa4Tipo de direçãoElétricaVer OpcionaisOpcionaisSensor de réTrava elétrica",R$87.690,
"CaracterísticasLAND ROVER RANGE ROVER SPORT HSE 3.0 SDV6  DIESELCategoriaCarros, vans e utilitáriosModeloLAND ROVER RANGE ROVER SPORT HSE 3.0 SDV6  DIESELMarcaLAND ROVERAno2019Quilometragem43200Potência do motor3.0 - 3.9CombustívelDieselPossui Kit GNVNãoCâmbioAutomáticoCorCinzaPortas4 portasFinal de placa0Ver OpcionaisOpcionaisAlarmeAr condicionadoSensor de réTrava elétricaVidro elétrico",R$460.000,
"CaracterísticasFIAT STRADA TREKKING 1.8 MPI FLEX 8V CECategoriaCarros, vans e utilitáriosModeloFIAT STRADA TREKKING 1.8 MPI FLEX 8V CEMarcaFIATTipo de veículoPick-upAno2007Quilometragem111111Potência do motor1.8CombustívelFlexPossui Kit GNVNãoCorPrataPortas2 portasFinal de placa9Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAir bag",R$31.900,
"CaracterísticasVOLKSWAGEN VOYAGE 1.6 MSI FLEX 16V 4P AUTCategoriaCarros, vans e utilitáriosModeloVOLKSWAGEN VOYAGE 1.6 MSI FLEX 16V 4P AUTMarcaVOLKSWAGENTipo de veículoSedãAno2022Quilometragem67003Potência do motor1.6CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorBrancoPortas4 portasFinal de placa8Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAr condicionadoSensor de réTrava elétrica",R$67.090,
"CaracterísticasFORD KA 1.0 SE 12V FLEX 4P MANUALCategoriaCarros, vans e utilitáriosModeloFORD KA 1.0 SE 12V FLEX 4P MANUALMarcaFORDTipo de veículoHatchAno2020Quilometragem65458Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCâmbioManualCorPrataPortas4 portasFinal de placa5Tipo de direçãoElétricaVer OpcionaisOpcionaisAr condicionadoTrava elétrica",R$53.290,
"CaracterísticasHYUNDAI CRETA PULSE 1.6 16V FLEX AUT.CategoriaCarros, vans e utilitáriosModeloHYUNDAI CRETA PULSE 1.6 16V FLEX AUT.MarcaHYUNDAIAno2019Quilometragem70000Potência do motor1.6CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorBrancoPortas4 portasFinal de placa4Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico",R$92.903,
"CaracterísticasFIAT TORO VOLCANO 2.0 16V 4X4 TB DIESEL AUT.CategoriaCarros, vans e utilitáriosModeloFIAT TORO VOLCANO 2.0 16V 4X4 TB DIESEL AUT.MarcaFIATTipo de veículoPick-upAno2017Quilometragem108000Potência do motor2.0 - 2.9CombustívelDieselPossui Kit GNVNãoCâmbioAutomáticoCorOutraPortas4 portasFinal de placa0Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico",R$110.000,
"CaracterísticasPORSCHE MACAN 2.0 TURBO 237/252CVCategoriaCarros, vans e utilitáriosModeloPORSCHE MACAN 2.0 TURBO 237/252CVMarcaPORSCHETipo de veículoSUVAno2021Quilometragem17000Potência do motor2.0 - 2.9CombustívelGasolinaPossui Kit GNVNãoCâmbioAutomáticoCorBrancoPortas4 portasFinal de placa2Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico",R$449.900,
"CaracterísticasHYUNDAI HB20S C.PLUS/C.STYLE1.0 FLEX 12V MEC. 4PCategoriaCarros, vans e utilitáriosModeloHYUNDAI HB20S C.PLUS/C.STYLE1.0 FLEX 12V MEC. 4PMarcaHYUNDAITipo de veículoSedãAno2014Quilometragem130Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCâmbioManualCorBrancoPortas4 portasFinal de placa3Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSensor de réSomTrava elétricaVidro elétrico",R$38.500,
"CaracterísticasVOLKSWAGEN GOLF COMFORTLINE 1.6 MSI TOTAL FLEX MEC.CategoriaCarros, vans e utilitáriosModeloVOLKSWAGEN GOLF COMFORTLINE 1.6 MSI TOTAL FLEX MEC.MarcaVOLKSWAGENTipo de veículoHatchAno2013Quilometragem130000Potência do motor1.6CombustívelFlexPossui Kit GNVNãoCâmbioManualCorPretoPortas4 portasTipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico",R$48.000,
"CaracterísticasCITROEN C4 CACTUS FEEL BUS. 1.6 FLEX AUT.(PCD)CategoriaCarros, vans e utilitáriosModeloCITROEN C4 CACTUS FEEL BUS. 1.6 FLEX AUT.(PCD)MarcaCITROENAno2022Quilometragem46000CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorBrancoPortas4 portasFinal de placa8Tipo de direçãoElétricaVer OpcionaisOpcionaisAr condicionado",R$86.900,
"CaracterísticasRENAULT MASTER 2.3 DCI EXECUTIVE LONGO 16L DIESCategoriaCarros, vans e utilitáriosModeloRENAULT MASTER 2.3 DCI EXECUTIVE LONGO 16L DIESMarcaRENAULTTipo de veículoVan/UtilitárioAno2018Quilometragem89899Potência do motor2.0 - 2.9CombustívelDieselPossui Kit GNVNãoCâmbioManualCorPrataPortas4 portasFinal de placa9Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico",R$118.000,
"CaracterísticasCHEVROLET SPIN PREMIER 1.8 8V ECONO.FLEX 5P AUT.CategoriaCarros, vans e utilitáriosModeloCHEVROLET SPIN PREMIER 1.8 8V ECONO.FLEX 5P AUT.MarcaCHEVROLETAno2020Quilometragem49000Potência do motor1.8CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorPrataPortas4 portasFinal de placa9Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSensor de réTrava elétricaVidro elétricoVidro elétrico",R$83.990,
"CaracterísticasNISSAN VERSA ADVANCE 1.6 16V FLEX AUTCategoriaCarros, vans e utilitáriosModeloNISSAN VERSA ADVANCE 1.6 16V FLEX AUTMarcaNISSANTipo de veículoSedãAno2022Quilometragem10000Potência do motor1.6CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorPrataPortas4 portasFinal de placa8Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico",R$93.890,
"CaracterísticasNISSAN SENTRA SV 2.0 FLEXSTART 16V AUT.CategoriaCarros, vans e utilitáriosModeloNISSAN SENTRA SV 2.0 FLEXSTART 16V AUT.MarcaNISSANTipo de veículoSedãAno2018Quilometragem54000Potência do motor2.0 - 2.9CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorPretoPortas4 portasFinal de placa1Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSomTrava elétricaVidro elétrico",R$75.900,
"CaracterísticasHYUNDAI IX35 GL 2.0 16V 2WD FLEX AUT.CategoriaCarros, vans e utilitáriosModeloHYUNDAI IX35 GL 2.0 16V 2WD FLEX AUT.MarcaHYUNDAIAno2022Quilometragem25000Potência do motor2.0 - 2.9CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorPrataPortas4 portasFinal de placa4Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAr condicionadoSensor de réTrava elétricaVidro elétrico",R$120.990,
"CaracterísticasFIAT PUNTO ATTRACTIVE 1.4 FIRE FLEX 8V 5PCategoriaCarros, vans e utilitáriosModeloFIAT PUNTO ATTRACTIVE 1.4 FIRE FLEX 8V 5PMarcaFIATTipo de veículoHatchAno2011Quilometragem176000Potência do motor1.4CombustívelFlexPossui Kit GNVNãoCâmbioManualCorPrataPortas4 portasFinal de placa8Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAr condicionadoSensor de réSomTrava elétricaVidro elétrico",R$28.000,
"CaracterísticasFORD KA 1.0 8V/1.0 8V ST FLEX 3PCategoriaCarros, vans e utilitáriosModeloFORD KA 1.0 8V/1.0 8V ST FLEX 3PMarcaFORDTipo de veículoHatchAno2011Quilometragem94000Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCâmbioManualCorPretoPortas2 portasFinal de placa1Tipo de direçãoMecânicaVer OpcionaisOpcionaisAlarmeAr condicionadoTrava elétricaVidro elétrico",R$16.500,
"CaracterísticasCHEVROLET S10 PICK-UP 2.8 4X2 TURBO INTERC. DIES.CategoriaCarros, vans e utilitáriosModeloCHEVROLET S10 PICK-UP 2.8 4X2 TURBO INTERC. DIES.MarcaCHEVROLETTipo de veículoPick-upAno2013Quilometragem132000Potência do motor2.0 - 2.9CombustívelDieselPossui Kit GNVNãoCâmbioAutomáticoCorBrancoPortas4 portasFinal de placa8Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico",R$125.000,
"CaracterísticasPEUGEOT 208 ALLURE 1.6 FLEX 16V 5P AUT.CategoriaCarros, vans e utilitáriosModeloPEUGEOT 208 ALLURE 1.6 FLEX 16V 5P AUT.MarcaPEUGEOTTipo de veículoHatchAno2022Quilometragem42957Potência do motor1.6CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorCinzaPortas4 portasFinal de placa2Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAr condicionadoTrava elétrica",R$73.990,
"CaracterísticasFIAT TORO FREEDOM 2.0 16V 4X4 TB DIESEL MEC.CategoriaCarros, vans e utilitáriosModeloFIAT TORO FREEDOM 2.0 16V 4X4 TB DIESEL MEC.MarcaFIATTipo de veículoPick-upAno2018Quilometragem120000Potência do motor2.0 - 2.9CombustívelDieselPossui Kit GNVNãoCâmbioManualCorPrataFinal de placa7Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSensor de réSomTrava elétricaVidro elétrico",R$95.000,
"CaracterísticasVOLKSWAGEN POLO COMFORT. 200 TSI 1.0 FLEX 12V AUT.CategoriaCarros, vans e utilitáriosModeloVOLKSWAGEN POLO COMFORT. 200 TSI 1.0 FLEX 12V AUT.MarcaVOLKSWAGENAno2021Quilometragem108000CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorPretoPortas4 portasTipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico",R$35.000,
"CaracterísticasTOYOTA COROLLA ALTIS HYBRID 1.8 16V FLEX AUT.CategoriaCarros, vans e utilitáriosModeloTOYOTA COROLLA ALTIS HYBRID 1.8 16V FLEX AUT.MarcaTOYOTATipo de veículoSedãAno2021Quilometragem40000Potência do motor1.8CombustívelGasolinaPossui Kit GNVNãoCâmbioAutomáticoCorAzulPortas4 portasFinal de placa4Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico",R$140.000,
"CaracterísticasCHEVROLET VECTRA EXPRESSION 2.0 MPFI FLEXPOWER MECCategoriaCarros, vans e utilitáriosModeloCHEVROLET VECTRA EXPRESSION 2.0 MPFI FLEXPOWER MECMarcaCHEVROLETTipo de veículoSedãAno2009Quilometragem140000Potência do motor2.0 - 2.9CombustívelFlexPossui Kit GNVNãoCâmbioManualCorCinzaPortas4 portasFinal de placa7Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAr condicionadoSomVidro elétrico",R$35.800,
"CaracterísticasCHEVROLET JOYCategoriaCarros, vans e utilitáriosModeloCHEVROLET JOYMarcaCHEVROLETAno2021Quilometragem70526CombustívelFlexPossui Kit GNVNãoCâmbioManualCorBrancoPortas4 portasFinal de placa2Ver OpcionaisOpcionaisAr condicionadoTrava elétricaVidro elétrico",R$64.590,
"CaracterísticasNISSAN XTERRA SE 4X4 2.8 132/140CV TB INT.DIES.CategoriaCarros, vans e utilitáriosModeloNISSAN XTERRA SE 4X4 2.8 132/140CV TB INT.DIES.MarcaNISSANTipo de veículoPick-upAno2007Quilometragem256558Potência do motor2.0 - 2.9CombustívelDieselPossui Kit GNVNãoCâmbioManualCorPretoPortas4 portasFinal de placa9Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSomTrava elétricaVidro elétrico",R$62.900,
"CaracterísticasJEEP COMPASSCategoriaCarros, vans e utilitáriosModeloJEEP COMPASSMarcaJEEPAno2021Quilometragem50000CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorCinzaPortas4 portasFinal de placa8Ver OpcionaisOpcionaisAlarmeAr condicionadoSensor de réTrava elétricaVidro elétrico",R$125.990,
"CaracterísticasCHEVROLET CRUZE PREMIER 1.4 16V TB FLEX AUTCategoriaCarros, vans e utilitáriosModeloCHEVROLET CRUZE PREMIER 1.4 16V TB FLEX AUTMarcaCHEVROLETTipo de veículoSedãAno2022Quilometragem41016Potência do motor1.4CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorBrancoPortas4 portasFinal de placa9Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAr condicionadoSensor de réTrava elétrica",R$122.290,
"CaracterísticasCHEVROLET SPIN LTZ 1.8 8V ECONO.FLEX 5P AUT.CategoriaCarros, vans e utilitáriosModeloCHEVROLET SPIN LTZ 1.8 8V ECONO.FLEX 5P AUT.MarcaCHEVROLETTipo de veículoSUVAno2019Quilometragem127000Potência do motor1.8CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorCinzaPortas4 portasFinal de placa2Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSomTrava elétricaVidro elétrico",R$75.990,
"CaracterísticasLAND ROVER FREELANDER2 DYNAMIQUE 2.2 SD4 T. DIESELCategoriaCarros, vans e utilitáriosModeloLAND ROVER FREELANDER2 DYNAMIQUE 2.2 SD4 T. DIESELMarcaLAND ROVERTipo de veículoSUVAno2012Quilometragem159103Potência do motor2.0 - 2.9CombustívelDieselPossui Kit GNVNãoCâmbioAutomáticoCorCinzaPortas4 portasFinal de placa9Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAir bagAr condicionado",R$69.900,
"CaracterísticasFIAT GRAND SIENA ATTRAC. 1.4 EVO F.FLEX 8VCategoriaCarros, vans e utilitáriosModeloFIAT GRAND SIENA ATTRAC. 1.4 EVO F.FLEX 8VMarcaFIATTipo de veículoSedãAno2012Quilometragem145300Potência do motor1.4CombustívelFlexPossui Kit GNVNãoCâmbioManualCorVermelhoPortas4 portasFinal de placa9Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAir bagVidro elétrico",R$30.200,
"CaracterísticasFIAT FREEMONT 2.4 16V 5P AUT.CategoriaCarros, vans e utilitáriosModeloFIAT FREEMONT 2.4 16V 5P AUT.MarcaFIATTipo de veículoSUVAno2015Quilometragem93000Potência do motor2.0 - 2.9CombustívelGasolinaPossui Kit GNVNãoCâmbioAutomáticoCorCinzaPortas4 portasTipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico",R$66.900,
"CaracterísticasFIAT PALIO ATTRACTIVE 1.0 EVO FIRE FLEX 8V 5PCategoriaCarros, vans e utilitáriosModeloFIAT PALIO ATTRACTIVE 1.0 EVO FIRE FLEX 8V 5PMarcaFIATTipo de veículoHatchAno2012Quilometragem128126Potência do motor1.0CombustívelFlexPossui Kit GNVSimCâmbioManualCorPretoPortas4 portasFinal de placa5Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAr condicionadoSomTrava elétricaVidro elétrico",R$26.000,
"CaracterísticasFIAT STRADA ULTRA 1.0 FLEX TURBO CD AUT.CategoriaCarros, vans e utilitáriosModeloFIAT STRADA ULTRA 1.0 FLEX TURBO CD AUT.MarcaFIATTipo de veículoPick-upAno2024Quilometragem500Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorPrataPortas4 portasTipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico",R$136.990,
"CaracterísticasVOLKSWAGEN PARATI SURF 1.6 MI TOTAL FLEXCategoriaCarros, vans e utilitáriosModeloVOLKSWAGEN PARATI SURF 1.6 MI TOTAL FLEXMarcaVOLKSWAGENTipo de veículoSedãAno2009Quilometragem80000Potência do motor1.6CombustívelFlexPossui Kit GNVNãoCorPrataPortas4 portasFinal de placa9Ver OpcionaisOpcionaisAlarmeAr condicionadoSensor de réTrava elétricaVidro elétrico",R$34.000,
"CaracterísticasJEEP COMPASS LONGITUDE 2.0 4X2 FLEX 16V AUT.CategoriaCarros, vans e utilitáriosModeloJEEP COMPASS LONGITUDE 2.0 4X2 FLEX 16V AUT.MarcaJEEPTipo de veículoSUVAno2018Quilometragem76800Potência do motor2.0 - 2.9CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorBrancoPortas4 portasFinal de placa8Tipo de direçãoMecânica",R$89.900,
"CaracterísticasRENAULT KWID 1.0 ZENCategoriaCarros, vans e utilitáriosModeloRENAULT KWID 1.0 ZENMarcaRENAULTAno2022Quilometragem66000Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCâmbioManualCorBrancoPortas4 portasFinal de placa4Ver OpcionaisOpcionaisAr condicionadoTrava elétricaVidro elétrico",R$48.000,
"CaracterísticasVOLKSWAGEN UP! EXTREME 1.0 TSI TOTAL FLEX 12V 5PCategoriaCarros, vans e utilitáriosModeloVOLKSWAGEN UP! EXTREME 1.0 TSI TOTAL FLEX 12V 5PMarcaVOLKSWAGENTipo de veículoHatchAno2020Quilometragem54000Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCâmbioManualCorBrancoPortas4 portasFinal de placa7Tipo de direçãoMecânicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSensor de réSomTrava elétricaVidro elétrico",R$69.900,
"CaracterísticasBMW 328IA SPORT 2.0 16V/2.0 16V FLEX 4PCategoriaCarros, vans e utilitáriosModeloBMW 328IA SPORT 2.0 16V/2.0 16V FLEX 4PMarcaBMWTipo de veículoSedãAno2015Quilometragem78000Potência do motor2.0 - 2.9CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorBrancoPortas4 portasFinal de placa8Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSensor de réSomTrava elétricaVidro elétrico",R$126.000,
"CaracterísticasJEEP COMPASS LIMITED 2.0 4X4 DIESEL 16V AUT.CategoriaCarros, vans e utilitáriosModeloJEEP COMPASS LIMITED 2.0 4X4 DIESEL 16V AUT.MarcaJEEPTipo de veículoSUVAno2021Quilometragem61861CombustívelDieselPossui Kit GNVNãoCâmbioAutomáticoCorCinzaPortas4 portasFinal de placa8Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico",R$120.000,
"CaracterísticasRENAULT LOGAN AUTHENTIQUE FLEX 1.0 12V 4PCategoriaCarros, vans e utilitáriosModeloRENAULT LOGAN AUTHENTIQUE FLEX 1.0 12V 4PMarcaRENAULTAno2020Quilometragem49000Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCâmbioManualCorPretoPortas4 portasFinal de placa3Ver OpcionaisOpcionaisAlarmeAr condicionadoTrava elétricaVidro elétrico",R$45.900,
