Titre,motclé,tag,tag1,date,upper,information,information7,information8,information9,tag12
,"VOLKSWAGEN
PASSAT
1.4",VOLKSWAGEN,PASSAT, 13/04/2023, RUSSIE,ESSENCE,190 000 KM,2009,AUTOMATIQUE,1.4
"

                              2 369 €  ","RENAULT
LOGAN
1.4",RENAULT,LOGAN, 13/04/2023, RUSSIE,ESSENCE,199 065 KM,2007,MANUELLE,1.4
"

                              11 090 €  ","FORD
FOCUS
1.6",FORD,FOCUS, 13/04/2023, RUSSIE,ESSENCE,174 000 KM,2016,MANUELLE,1.6
"

                              15 678 €  ","SEAT
LEON
1.4",SEAT,LEON, 14/04/2023, RUSSIE,ESSENCE,110 000 KM,2018,AUTOMATIQUE,1.4
"

                              8 822 €  ","SSANGYONG
ACTYON
2.0",SSANGYONG,ACTYON, 14/04/2023, RUSSIE,DIESEL,189 378 KM,2012,AUTOMATIQUE,2.0
"

                              20 567 €  ","INFINITI
QX70
V6 3.0",INFINITI,QX70, 14/04/2023, RUSSIE,DIESEL,240 000 KM,2014,AUTOMATIQUE,V6 3.0
"

                              9 578 €  ","CADILLAC
CTS
V6 3.6",CADILLAC,CTS, 14/04/2023, RUSSIE,ESSENCE,155 000 KM,2011,AUTOMATIQUE,V6 3.6
,"SKODA
FABIA
1.2",SKODA,FABIA, 14/04/2023, RUSSIE,ESSENCE,155 000 KM,2014,MANUELLE,1.2
,"NISSAN
ALMERA
1.6",NISSAN,ALMERA, 14/04/2023, RUSSIE,ESSENCE,312 265 KM,2017,MANUELLE,1.6
"

                              40 227 €  ","MAZDA
6
2.5",MAZDA,6, 14/04/2023, RUSSIE,ESSENCE,10 KM,2022,AUTOMATIQUE,2.5
,"MAZDA
6
2.5",MAZDA,6, 14/04/2023, RUSSIE,ESSENCE,10 KM,2022,AUTOMATIQUE,2.5
,"FORD
EXPEDITION
V6 3.5",FORD,EXPEDITION, 14/04/2023, RUSSIE,ESSENCE,7 000 KM,2021,AUTOMATIQUE,V6 3.5
,"MITSUBISHI
PAJERO
3.2",MITSUBISHI,PAJERO, 14/04/2023, RUSSIE,DIESEL,205 000 KM,2011,AUTOMATIQUE,3.2
"

                              12 603 €  ","FORD
S-MAX
2.0S",FORD,S-MAX, 14/04/2023, RUSSIE,ESSENCE,224 000 KM,2013,AUTOMATIQUE,2.0
,"NISSAN
X-TRAIL
2.0X4X4",NISSAN,X-TRAIL, 14/04/2023, RUSSIE,ESSENCE,46 000 KM,2020,AUTOMATIQUE,2.0
"

                              1 311 €  ","VOLKSWAGEN
CADDY
1.4",VOLKSWAGEN,CADDY, 14/04/2023, RUSSIE,ESSENCE,265 000 KM,1997,MANUELLE,1.4
"

                              24 691 €  ","VOLKSWAGEN
TIGUAN
1.4",VOLKSWAGEN,TIGUAN, 14/04/2023, RUSSIE,ESSENCE,89 500 KM,2018,AUTOMATIQUE,1.4
"

                              13 006 €  ","NISSAN
QASHQAI
2.0",NISSAN,QASHQAI, 14/04/2023, RUSSIE,ESSENCE,113 717 KM,2019,AUTOMATIQUE,2.0
"

                              19 660 €  ","LADA
VESTA
1.6",LADA,VESTA, 14/04/2023, RUSSIE,ESSENCE,7 000 KM,2020,MANUELLE,1.6
"

                              2 521 €  ","LADA
4X4",LADA,4X4, 14/04/2023, RUSSIE,ESSENCE,108 585 KM,2007,MANUELLE,
,"TOYOTA
LAND CRUISER
4.2",TOYOTA,LAND CRUISER, 14/04/2023, RUSSIE,DIESEL,249 000 KM,2006,MANUELLE,4.2
,"LADA
2107
1.6",LADA,2107, 14/04/2023, RUSSIE,ESSENCE,138 000 KM,2007,MANUELLE,1.6
,"LADA
4X4",LADA,4X4, 14/04/2023, RUSSIE,ESSENCE,40 000 KM,2019,MANUELLE,
"

                              4 890 €  ","LADA
GRANTA
1.6",LADA,GRANTA, 14/04/2023, RUSSIE,ESSENCE,100 000 KM,2014,MANUELLE,1.6
"

                              5 545 €  ","LADA
4X4",LADA,4X4, 14/04/2023, RUSSIE,ESSENCE,67 421 KM,2016,MANUELLE,
"

                              17 139 €  ","TOYOTA
NOAH
2.0",TOYOTA,NOAH, 14/04/2023, RUSSIE,ESSENCE,130 000 KM,2015,AUTOMATIQUE,2.0
,"TOYOTA
LAND CRUISER",TOYOTA,LAND CRUISER, 14/04/2023, RUSSIE,DIESEL,10 KM,2022,AUTOMATIQUE,
"

                              17 039 €  ","LADA
LARGUS
1.6",LADA,LARGUS, 14/04/2023, RUSSIE,ESSENCE,24 580 KM,2021,MANUELLE,1.6
,"LADA
VESTA
1.8",LADA,VESTA, 14/04/2023, RUSSIE,ESSENCE,28 000 KM,2019,MANUELLE,1.8
,"BMW
SERIE 3
3181.8",BMW,SERIE 3, 14/04/2023, RUSSIE,ESSENCE,150 000 KM,1986,MANUELLE,318
,"KIA
SPORTAGE
2.04X2",KIA,SPORTAGE, 14/04/2023, RUSSIE,ESSENCE,11 500 KM,2021,AUTOMATIQUE,2.0
"

                              1 805 €  ","LADA
SAMARA
1.3",LADA,SAMARA, 14/04/2023, RUSSIE,ESSENCE,79 123 KM,1987,MANUELLE,1.3
"

                              32 252 €  ","HYUNDAI
TUCSON
2.0",HYUNDAI,TUCSON, 14/04/2023, RUSSIE,ESSENCE,16 KM,2023,AUTOMATIQUE,2.0
"

                              43 353 €  ","TOYOTA
AVALON
2.5",TOYOTA,AVALON, 14/04/2023, RUSSIE,ESSENCE,10 KM,2023,AUTOMATIQUE,2.5
"

                              44 260 €  ","TOYOTA
CAMRY
2.5",TOYOTA,CAMRY, 14/04/2023, RUSSIE,ESSENCE,10 KM,2022,AUTOMATIQUE,2.5
"

                              16 131 €  ","TOYOTA
CAMRY
2.5",TOYOTA,CAMRY, 14/04/2023, RUSSIE,ESSENCE,162 000 KM,2013,AUTOMATIQUE,2.5
"

                              2 016 €  ","LADA
SAMARA
1.5",LADA,SAMARA, 14/04/2023, RUSSIE,ESSENCE,35 000 KM,1988,MANUELLE,1.5
,"MERCEDES
CLASSE S MAYBACH
S 580",MERCEDES,CLASSE S MAYBACH, 14/04/2023, RUSSIE,ESSENCE,34 000 KM,2021,AUTOMATIQUE,S 580
,"MERCEDES
AMG GT 4 PORTES
3.04MATIC",MERCEDES,AMG GT 4 PORTES, 14/04/2023, RUSSIE,ESSENCE,23 KM,2021,AUTOMATIQUE,3.0
,"MERCEDES
VITO
2.14MATIC",MERCEDES,VITO, 14/04/2023, RUSSIE,DIESEL,84 956 KM,2018,AUTOMATIQUE,2.1
"

                              18 138 €  ","MERCEDES
GL 500",MERCEDES,GL 500, 14/04/2023, RUSSIE,ESSENCE,239 000 KM,2011,AUTOMATIQUE,GL 500
,"KIA
RIO
1.6",KIA,RIO, 14/04/2023, RUSSIE,ESSENCE,27 199 KM,2021,AUTOMATIQUE,1.6
"

                              8 066 €  ","SMART
FORFOUR
1.0",SMART,FORFOUR, 15/04/2023, RUSSIE,ESSENCE,105 500 KM,2016,AUTOMATIQUE,1.0
,"AUDI
Q8
RS Q8V8 4.0QUATTRO",AUDI,Q8, 15/04/2023, RUSSIE,ESSENCE,11 000 KM,2021,AUTOMATIQUE,RS Q8
"

                              49 402 €  ","VOLVO
XC90
T62.0",VOLVO,XC90, 15/04/2023, RUSSIE,ESSENCE,67 000 KM,2019,AUTOMATIQUE,T6
,"CHERY
TIGGO
2.0",CHERY,TIGGO, 15/04/2023, RUSSIE,ESSENCE,10 KM,2023,AUTOMATIQUE,2.0
,"CHANGAN
CS75
1.8",CHANGAN,CS75, 15/04/2023, RUSSIE,ESSENCE,30 000 KM,2021,AUTOMATIQUE,1.8
,"PEUGEOT
3008
1.6",PEUGEOT,3008, 15/04/2023, RUSSIE,ESSENCE,186 000 KM,2012,MANUELLE,1.6
,"HYUNDAI
STAREX
2.5",HYUNDAI,STAREX, 15/04/2023, RUSSIE,DIESEL,9 701 KM,2020,AUTOMATIQUE,2.5
"

                              72 560 €  ","HYUNDAI
STARIA
2.2",HYUNDAI,STARIA, 15/04/2023, RUSSIE,DIESEL,170 KM,2022,AUTOMATIQUE,2.2
,"VOLKSWAGEN
SCIROCCO
1.4",VOLKSWAGEN,SCIROCCO, 15/04/2023, RUSSIE,ESSENCE,123 000 KM,2013,AUTOMATIQUE,1.4
"

                              8 570 €  ","LADA
KALINA
1.6",LADA,KALINA, 15/04/2023, RUSSIE,ESSENCE,48 000 KM,2016,MANUELLE,1.6
"

                              5 243 €  ","LADA
KALINA
1.6",LADA,KALINA, 15/04/2023, RUSSIE,ESSENCE,154 575 KM,2015,AUTOMATIQUE,1.6
,"LADA
PRIORA
1.6",LADA,PRIORA, 15/04/2023, RUSSIE,ESSENCE,162 000 KM,2010,MANUELLE,1.6
,"TOYOTA
HIACE
2.7",TOYOTA,HIACE, 15/04/2023, RUSSIE,ESSENCE,250 000 KM,2008,MANUELLE,2.7
"

                              24 187 €  ","KIA
SPORTAGE
2.04X4",KIA,SPORTAGE, 15/04/2023, RUSSIE,ESSENCE,49 000 KM,2020,AUTOMATIQUE,2.0
"

                              18 853 €  ","SUBARU
LEVORG
1.6",SUBARU,LEVORG, 16/04/2023, RUSSIE,ESSENCE,128 000 KM,2015,AUTOMATIQUE,1.6
"

                              42 849 €  ","PORSCHE
CAYENNE
V6 3.6",PORSCHE,CAYENNE, 16/04/2023, RUSSIE,ESSENCE,92 000 KM,2016,AUTOMATIQUE,V6 3.6
"

                              18 349 €  ","SKODA
KAROQ",SKODA,KAROQ, 16/04/2023, RUSSIE,ESSENCE,119 649 KM,2020,AUTOMATIQUE,
,"MITSUBISHI
LANCER
1.3",MITSUBISHI,LANCER, 16/04/2023, RUSSIE,ESSENCE,230 000 KM,2005,MANUELLE,1.3
,"RENAULT
LOGAN
1.6",RENAULT,LOGAN, 16/04/2023, RUSSIE,ESSENCE,85 000 KM,2017,MANUELLE,1.6
,"TOYOTA
SEQUOIA
V8 5.7",TOYOTA,SEQUOIA, 16/04/2023, RUSSIE,ESSENCE,175 000 KM,2008,AUTOMATIQUE,V8 5.7
"

                              2 773 €  ","LADA
KALINA
1.6",LADA,KALINA, 16/04/2023, RUSSIE,ESSENCE,133 000 KM,2011,MANUELLE,1.6
"

                              24 197 €  ","SUZUKI
JIMNY",SUZUKI,JIMNY, 17/04/2023, RUSSIE,ESSENCE,50 000 KM,2019,AUTOMATIQUE,
"

                              7 360 €  ","MAZDA
SERIE B
2.5",MAZDA,SERIE B, 17/04/2023, RUSSIE,DIESEL,372 000 KM,2005,MANUELLE,2.5
,"RENAULT
KOLEOS
2.5",RENAULT,KOLEOS, 17/04/2023, RUSSIE,ESSENCE,149 635 KM,2014,AUTOMATIQUE,2.5
"

                              12 804 €  ","FORD
FOCUS
1.6",FORD,FOCUS, 17/04/2023, RUSSIE,ESSENCE,112 000 KM,2018,AUTOMATIQUE,1.6
"

                              7 864 €  ","VOLKSWAGEN
TRANSPORTER
1.9",VOLKSWAGEN,TRANSPORTER, 17/04/2023, RUSSIE,DIESEL,265 000 KM,2000,MANUELLE,1.9
,"MERCEDES
GLC 2202.04MATIC",MERCEDES,GLC 2202.04MATIC, 17/04/2023, RUSSIE,DIESEL,82 935 KM,2019,AUTOMATIQUE,GLC 220
"

                              16 131 €  ","HYUNDAI
CRETA
1.6",HYUNDAI,CRETA, 17/04/2023, RUSSIE,ESSENCE,116 000 KM,2019,MANUELLE,1.6
,"BMW
X6
35I3.0",BMW,X6, 17/04/2023, RUSSIE,ESSENCE,48 735 KM,2016,AUTOMATIQUE,35I
"

                              3 529 €  ","LADA
PRIORA
1.6",LADA,PRIORA, 17/04/2023, RUSSIE,ESSENCE,5 000 KM,2007,MANUELLE,1.6
"

                              37 808 €  ","HYUNDAI
TUCSON
2.0",HYUNDAI,TUCSON, 17/04/2023, RUSSIE,ESSENCE,10 KM,2023,AUTOMATIQUE,2.0
"

                              21 273 €  ","KIA
CERATO
1.6",KIA,CERATO, 17/04/2023, RUSSIE,ESSENCE,50 500 KM,2018,AUTOMATIQUE,1.6
,"CHERY
TIGGO
1.5",CHERY,TIGGO, 18/04/2023, RUSSIE,ESSENCE,10 KM,2023,AUTOMATIQUE,1.5
,"CHERY
TIGGO
2.0",CHERY,TIGGO, 18/04/2023, RUSSIE,ESSENCE,10 KM,2023,AUTOMATIQUE,2.0
,"CHERY
TIGGO
1.6",CHERY,TIGGO, 18/04/2023, RUSSIE,ESSENCE,10 KM,2023,AUTOMATIQUE,1.6
,"CHERY
TIGGO
1.6",CHERY,TIGGO, 18/04/2023, RUSSIE,ESSENCE,10 KM,2023,AUTOMATIQUE,1.6
,"CHERY
TIGGO
1.5",CHERY,TIGGO, 18/04/2023, RUSSIE,ESSENCE,10 KM,2023,AUTOMATIQUE,1.5
,"LEXUS
IS 2502.5",LEXUS,IS 2502.5, 18/04/2023, RUSSIE,ESSENCE,127 000 KM,2013,AUTOMATIQUE,IS 250
"

                              2 974 €  ","OPEL
ASTRA
1.6",OPEL,ASTRA, 18/04/2023, RUSSIE,ESSENCE,253 000 KM,2004,AUTOMATIQUE,1.6
"

                              8 066 €  ","MITSUBISHI
MONTERO
ES SPORT",MITSUBISHI,MONTERO, 18/04/2023, RUSSIE,ESSENCE,299 452 KM,1998,MANUELLE,ES SPORT
"

                              11 090 €  ","SKODA
OCTAVIA
1.4",SKODA,OCTAVIA, 18/04/2023, RUSSIE,ESSENCE,224 000 KM,2014,AUTOMATIQUE,1.4
"

                              33 976 €  ","MITSUBISHI
OUTLANDER
2.44X4",MITSUBISHI,OUTLANDER, 18/04/2023, RUSSIE,ESSENCE,86 000 KM,2021,AUTOMATIQUE,2.4
"

                              19 660 €  ","MERCEDES
CLASSE C
C 1801.6",MERCEDES,CLASSE C, 18/04/2023, RUSSIE,ESSENCE,149 000 KM,2014,AUTOMATIQUE,C 180
"

                              46 377 €  ","MERCEDES
CLASSE C
C 43 AMG4MATIC",MERCEDES,CLASSE C, 18/04/2023, RUSSIE,ESSENCE,43 000 KM,2018,AUTOMATIQUE,C 43 AMG
,"MERCEDES
SPRINTER
3112.1CLASSIC",MERCEDES,SPRINTER, 18/04/2023, RUSSIE,DIESEL,540 000 KM,2014,MANUELLE,311
"

                              7 551 €  ","FORD
FOCUS
2.0",FORD,FOCUS, 18/04/2023, RUSSIE,ESSENCE,221 534 KM,2010,AUTOMATIQUE,2.0
,"MERCEDES
CLASSE E
E 3002.0",MERCEDES,CLASSE E, 18/04/2023, RUSSIE,ESSENCE,25 000 KM,2018,AUTOMATIQUE,E 300
"

                              12 603 €  ","KIA
RIO
1.4PREMIUM",KIA,RIO, 18/04/2023, RUSSIE,ESSENCE,51 000 KM,2014,AUTOMATIQUE,1.4
"

                              120 984 €  ","TOYOTA
LAND CRUISER",TOYOTA,LAND CRUISER, 18/04/2023, RUSSIE,ESSENCE,54 KM,2022,AUTOMATIQUE,
,"BMW
X5
40D3.0",BMW,X5, 18/04/2023, RUSSIE,DIESEL,158 439 KM,2014,AUTOMATIQUE,40D
,"VOLKSWAGEN
PASSAT
1.8",VOLKSWAGEN,PASSAT, 18/04/2023, RUSSIE,ESSENCE,268 000 KM,1999,MANUELLE,1.8
,"TOYOTA
PRADO
2.7",TOYOTA,PRADO, 18/04/2023, RUSSIE,ESSENCE,10 KM,2022,AUTOMATIQUE,2.7
,"KIA
K9
V6 3.8",KIA,K9, 18/04/2023, RUSSIE,ESSENCE,116 000 KM,2013,AUTOMATIQUE,V6 3.8
,"UAZ
PATRIOT
2.7",UAZ,PATRIOT, 18/04/2023, RUSSIE,ESSENCE,10 KM,2023,MANUELLE,2.7
,"JAGUAR
XF
V6 3.0RWD",JAGUAR,XF, 19/04/2023, RUSSIE,DIESEL,213 718 KM,2011,AUTOMATIQUE,V6 3.0
,"VOLVO
XC90
2.0",VOLVO,XC90, 19/04/2023, RUSSIE,DIESEL,82 000 KM,2019,AUTOMATIQUE,2.0
"

                              11 786 €  ","PEUGEOT
PARTNER
1.6",PEUGEOT,PARTNER, 19/04/2023, RUSSIE,ESSENCE,160 707 KM,2018,MANUELLE,1.6
,"CITROEN
C4
1.6",CITROEN,C4, 19/04/2023, RUSSIE,ESSENCE,140 000 KM,2014,MANUELLE,1.6
"

                              6 301 €  ","DAEWOO
GENTRA
1.5",DAEWOO,GENTRA, 19/04/2023, RUSSIE,ESSENCE,89 000 KM,2014,MANUELLE,1.5
"

                              40 026 €  ","MERCEDES
GLC
2.04MATIC",MERCEDES,GLC, 19/04/2023, RUSSIE,DIESEL,84 907 KM,2019,AUTOMATIQUE,2.0
"

                              14 619 €  ","NISSAN
PATROL
2.8",NISSAN,PATROL, 19/04/2023, RUSSIE,DIESEL,276 185 KM,1999,AUTOMATIQUE,2.8
"

                              32 767 €  ","HYUNDAI
GRANDEUR
2.5",HYUNDAI,GRANDEUR, 19/04/2023, RUSSIE,ESSENCE,35 000 KM,2020,AUTOMATIQUE,2.5
"

                              62 508 €  ","VOLKSWAGEN
TERAMONT",VOLKSWAGEN,TERAMONT, 19/04/2023, RUSSIE,ESSENCE,15 000 KM,2022,AUTOMATIQUE,
,"HYUNDAI
ELANTRA
1.6",HYUNDAI,ELANTRA, 19/04/2023, RUSSIE,ESSENCE,29 500 KM,2021,AUTOMATIQUE,1.6
,"HYUNDAI
CRETA
2.0",HYUNDAI,CRETA, 19/04/2023, RUSSIE,ESSENCE,86 700 KM,2021,AUTOMATIQUE,2.0
,"TOYOTA
AVALON
2.5",TOYOTA,AVALON, 19/04/2023, RUSSIE,ESSENCE,10 KM,2023,AUTOMATIQUE,2.5
,"TOYOTA
HARRIER
2.5",TOYOTA,HARRIER, 19/04/2023, RUSSIE,-,160 000 KM,2014,AUTOMATIQUE,2.5
"

                              26 203 €  ","TOYOTA
C-HR
1.2",TOYOTA,C-HR, 19/04/2023, RUSSIE,ESSENCE,19 000 KM,2019,AUTOMATIQUE,1.2
,"KIA
RIO
1.6PREMIUM",KIA,RIO, 19/04/2023, RUSSIE,ESSENCE,72 800 KM,2014,AUTOMATIQUE,1.6
"

                              15 627 €  ","GAZ
GAZELLE",GAZ,GAZELLE, 20/04/2023, RUSSIE,ESSENCE,190 000 KM,2017,MANUELLE,
,"JAGUAR
F-PACE
SVRV8 5.0AWD",JAGUAR,F-PACE, 20/04/2023, RUSSIE,ESSENCE,15 830 KM,2021,AUTOMATIQUE,SVR
,"LIFAN
720",LIFAN,720, 20/04/2023, RUSSIE,ESSENCE,300 000 KM,2014,MANUELLE,
"

                              23 189 €  ","PEUGEOT
TRAVELLER
2.0",PEUGEOT,TRAVELLER, 20/04/2023, RUSSIE,DIESEL,270 000 KM,2018,AUTOMATIQUE,2.0
,"MINI
COUNTRYMAN
COOPER1.6",MINI,COUNTRYMAN, 20/04/2023, RUSSIE,ESSENCE,172 550 KM,2013,AUTOMATIQUE,COOPER
,"SUZUKI
VITARA
1.6",SUZUKI,VITARA, 20/04/2023, RUSSIE,ESSENCE,93 771 KM,2016,AUTOMATIQUE,1.6
"

                              17 593 €  ","SUZUKI
XBEE
1.0",SUZUKI,XBEE, 20/04/2023, RUSSIE,HYBRIDE,45 552 KM,2018,AUTOMATIQUE,1.0
"

                              27 221 €  ","LAND ROVER
DISCOVERY
TDV63.0AWD",LAND ROVER,DISCOVERY, 20/04/2023, RUSSIE,DIESEL,210 000 KM,2015,AUTOMATIQUE,TDV6
,"SKODA
ROOMSTER
1.6",SKODA,ROOMSTER, 20/04/2023, RUSSIE,ESSENCE,241 000 KM,2014,AUTOMATIQUE,1.6
"

                              30 952 €  ","MITSUBISHI
OUTLANDER",MITSUBISHI,OUTLANDER, 20/04/2023, RUSSIE,ESSENCE,69 874 KM,2021,AUTOMATIQUE,
,"MAZDA
6
2.0",MAZDA,6, 20/04/2023, RUSSIE,ESSENCE,197 000 KM,2006,MANUELLE,2.0
"

                              23 894 €  ","SKODA
KODIAQ
1.4",SKODA,KODIAQ, 20/04/2023, RUSSIE,ESSENCE,89 753 KM,2019,AUTOMATIQUE,1.4
"

                              18 142 €  ","RENAULT
DUSTER",RENAULT,DUSTER, 20/04/2023, RUSSIE,ESSENCE,59 968 KM,2021,AUTOMATIQUE,
,"FORD
MONDEO
1.6",FORD,MONDEO, 20/04/2023, RUSSIE,ESSENCE,174 300 KM,2010,MANUELLE,1.6
"

                              7 562 €  ","FORD
FOCUS
1.6",FORD,FOCUS, 20/04/2023, RUSSIE,ESSENCE,140 000 KM,2013,MANUELLE,1.6
,"CHEVROLET
S10
2.2",CHEVROLET,S10, 20/04/2023, RUSSIE,ESSENCE,118 641 KM,2002,AUTOMATIQUE,2.2
"

                              8 963 €  ","CHEVROLET
NIVA
1.7",CHEVROLET,NIVA, 20/04/2023, RUSSIE,ESSENCE,37 283 KM,2019,MANUELLE,1.7
"

                              8 056 €  ","HONDA
ACCORD
2.4",HONDA,ACCORD, 20/04/2023, RUSSIE,ESSENCE,190 000 KM,2005,AUTOMATIQUE,2.4
,"VOLKSWAGEN
TRANSPORTER
2.0",VOLKSWAGEN,TRANSPORTER, 20/04/2023, RUSSIE,DIESEL,10 KM,2023,MANUELLE,2.0
,"BMW
SERIE 7
730D XDRIVE3.0",BMW,SERIE 7, 20/04/2023, RUSSIE,DIESEL,142 000 KM,2019,AUTOMATIQUE,730D XDRIVE
"

                              2 319 €  ","TOYOTA
HIACE
2.0",TOYOTA,HIACE, 20/04/2023, RUSSIE,ESSENCE,462 000 KM,1998,MANUELLE,2.0
,"KIA
SPORTAGE
2.04X4",KIA,SPORTAGE, 20/04/2023, RUSSIE,ESSENCE,10 KM,2023,AUTOMATIQUE,2.0
"

                              786 €  ","LADA
21099
1.5",LADA,21099, 20/04/2023, RUSSIE,ESSENCE,160 000 KM,1997,MANUELLE,1.5
"

                              11 391 €  ","LADA
XRAY
1.6",LADA,XRAY, 20/04/2023, RUSSIE,ESSENCE,43 385 KM,2019,AUTOMATIQUE,1.6
,"LADA
4X4",LADA,4X4, 20/04/2023, RUSSIE,ESSENCE,40 000 KM,2018,MANUELLE,
"

                              26 012 €  ","HYUNDAI
STAREX
2.5",HYUNDAI,STAREX, 20/04/2023, RUSSIE,DIESEL,95 000 KM,2016,AUTOMATIQUE,2.5
,"GAZ
3102",GAZ,3102, 20/04/2023, RUSSIE,ESSENCE,185 000 KM,2007,MANUELLE,
"

                              13 913 €  ","INFINITI
EX37V6 3.73.7",INFINITI,EX37V6 3.73.7, 21/04/2023, RUSSIE,ESSENCE,201 000 KM,2010,AUTOMATIQUE,EX37
,"LINCOLN
MKT
V6 3.7",LINCOLN,MKT, 21/04/2023, RUSSIE,ESSENCE,98 000 KM,2009,AUTOMATIQUE,V6 3.7
"

                              85 696 €  ","PORSCHE
CAYENNE
V6 3.0",PORSCHE,CAYENNE, 21/04/2023, RUSSIE,ESSENCE,39 000 KM,2020,AUTOMATIQUE,V6 3.0
"

                              27 221 €  ","MINI
CLUBMAN
COOPER S2.0",MINI,CLUBMAN, 21/04/2023, RUSSIE,ESSENCE,38 000 KM,2019,AUTOMATIQUE,COOPER S
"

                              11 584 €  ","MINI
COUNTRYMAN
COOPER1.6",MINI,COUNTRYMAN, 21/04/2023, RUSSIE,ESSENCE,172 550 KM,2013,AUTOMATIQUE,COOPER
,"OPEL
ASTRA
1.6",OPEL,ASTRA, 21/04/2023, RUSSIE,ESSENCE,195 000 KM,1997,MANUELLE,1.6
"

                              38 856 €  ","SKODA
KODIAQ
1.4",SKODA,KODIAQ, 21/04/2023, RUSSIE,ESSENCE,30 KM,2022,AUTOMATIQUE,1.4
,"VOLKSWAGEN
PASSAT
2.0",VOLKSWAGEN,PASSAT, 21/04/2023, RUSSIE,DIESEL,45 542 KM,2019,AUTOMATIQUE,2.0
,"BMW
X1
XDRIVE 23D2.0",BMW,X1, 21/04/2023, RUSSIE,DIESEL,67 KM,2022,AUTOMATIQUE,XDRIVE 23D
,"LADA
VESTA
1.6",LADA,VESTA, 21/04/2023, RUSSIE,ESSENCE,27 000 KM,2020,AUTOMATIQUE,1.6
,"GAZ
21",GAZ,21, 22/04/2023, RUSSIE,ESSENCE,59 000 KM,1968,MANUELLE,
,"GENESIS
GV80",GENESIS,GV80, 22/04/2023, RUSSIE,DIESEL,29 509 KM,2021,AUTOMATIQUE,
,"GENESIS
GV80",GENESIS,GV80, 22/04/2023, RUSSIE,DIESEL,41 643 KM,2021,AUTOMATIQUE,
,"SATURN
SL
1.9",SATURN,SL, 22/04/2023, RUSSIE,ESSENCE,172 700 KM,1992,MANUELLE,1.9
,"SKODA
KODIAQ
2.0",SKODA,KODIAQ, 22/04/2023, RUSSIE,DIESEL,75 000 KM,2020,AUTOMATIQUE,2.0
"

                              1 411 €  ","SKODA
OCTAVIA
1.6",SKODA,OCTAVIA, 22/04/2023, RUSSIE,ESSENCE,389 483 KM,1997,MANUELLE,1.6
"

                              9 880 €  ","SKODA
OCTAVIA
1.4",SKODA,OCTAVIA, 22/04/2023, RUSSIE,ESSENCE,200 000 KM,2013,MANUELLE,1.4
"

                              9 175 €  ","NISSAN
JUKE
1.6",NISSAN,JUKE, 22/04/2023, RUSSIE,ESSENCE,198 000 KM,2013,MANUELLE,1.6
"

                              2 924 €  ","TOYOTA
TOWN ACE
2.0",TOYOTA,TOWN ACE, 22/04/2023, RUSSIE,DIESEL,250 000 KM,1991,MANUELLE,2.0
,"NISSAN
NAVARA
2.54X4",NISSAN,NAVARA, 22/04/2023, RUSSIE,DIESEL,264 000 KM,2003,MANUELLE,2.5
,"MERCEDES
GLE 2502.14MATIC",MERCEDES,GLE 2502.14MATIC, 22/04/2023, RUSSIE,DIESEL,59 000 KM,2018,AUTOMATIQUE,GLE 250
"

                              139 900 €  ","TOYOTA
SEQUOIA",TOYOTA,SEQUOIA, 22/04/2023, RUSSIE,-,1 068 KM,2022,AUTOMATIQUE,
,"LADA
SAMARA
1.5",LADA,SAMARA, 22/04/2023, RUSSIE,ESSENCE,100 000 KM,1996,MANUELLE,1.5
"

                              6 251 €  ","LADA
2110
1.5",LADA,2110, 22/04/2023, RUSSIE,ESSENCE,202 105 KM,2004,MANUELLE,1.5
,"MAZDA
6
2.5",MAZDA,6, 22/04/2023, RUSSIE,ESSENCE,52 064 KM,2019,AUTOMATIQUE,2.5
"

                              4 527 €  ","HYUNDAI
PORTER",HYUNDAI,PORTER, 22/04/2023, RUSSIE,DIESEL,250 000 KM,2008,MANUELLE,
"

                              8 368 €  ","AUDI
A6 ALLROAD
V8 4.2QUATTRO",AUDI,A6 ALLROAD, 23/04/2023, RUSSIE,ESSENCE,233 000 KM,2006,AUTOMATIQUE,V8 4.2
,"AUDI
80
1.8",AUDI,80, 23/04/2023, RUSSIE,ESSENCE,20 000 KM,1991,MANUELLE,1.8
,"GAZ
21",GAZ,21, 23/04/2023, RUSSIE,ESSENCE,50 000 KM,1964,MANUELLE,
,"FIAT
DUCATO
2.3",FIAT,DUCATO, 23/04/2023, RUSSIE,DIESEL,90 000 KM,2022,MANUELLE,2.3
,"LEXUS
IS 3002.0",LEXUS,IS 3002.0, 23/04/2023, RUSSIE,ESSENCE,109 100 KM,2018,AUTOMATIQUE,IS 300
,"NISSAN
LEAF",NISSAN,LEAF, 23/04/2023, RUSSIE,ELECTRIQUE,190 000 KM,2016,AUTOMATIQUE,
,"NISSAN
X-TRAIL
2.0X4X4",NISSAN,X-TRAIL, 23/04/2023, RUSSIE,ESSENCE,92 000 KM,2018,AUTOMATIQUE,2.0
,"MERCEDES
GL 500",MERCEDES,GL 500, 23/04/2023, RUSSIE,ESSENCE,241 041 KM,2010,AUTOMATIQUE,GL 500
"

                              12 794 €  ","NISSAN
TERRANO
1.6",NISSAN,TERRANO, 23/04/2023, RUSSIE,ESSENCE,117 381 KM,2018,MANUELLE,1.6
